No,ID_SPKLU,Nama_SPKLU,Tagging_SPKLU,Jenis_Lokasi,UP3,Kota_Kab,Latitude,Longitude,Jml_Transaksi,Energi_kWh,Pendapatan_Rp
206,1478,SPKLU PLN SENTRA KIIC,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,KARAWANG,KAB. KARAWANG,-6.357892,107.282226,31,582.14,1493456
207,222,SPKLU PLN ULP CIPAYUNG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BOGOR,KAB. BOGOR,-6.650524,106.89581,100,575.56,1490604
208,810,SPKLU GOLF JATINANGOR,Kuning (Utilisasi Sedang 11-50 trx),Wisata / Leisure,SUMEDANG,KAB. SUMEDANG,-6.91148,107.76274,28,575.01,1503545
209,192,SPKLU PLN ULP KUNINGAN,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,CIREBON,KAB. KUNINGAN,-6.97758,108.484629,25,572.03,1509835
210,1653,SPKLU PLN PATRA HOTEL AND CONVENTION,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,CIREBON,KAB. CIREBON,-6.710243,108.533955,23,560.9,1494253
211,1633,SPKLU PLN ASTAKAIA,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,MAJALAYA,KAB. BANDUNG,-7.104176,107.453892,26,552.02,1443341
212,1720,SPKLU PLN Grand Inna Samudra Beach Hotel,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,SUKABUMI,KAB. SUKABUMI,-6.962856,106.506872,32,547.61,1431831
213,239,SPKLU PLN ULP JATIWANGI,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,SUMEDANG,KAB. MAJALENGKA,-6.726921,108.271809,32,541.54,1335878
214,1801,SPKLU PLN Pengadilan Negeri Subang,Kuning (Utilisasi Sedang 11-50 trx),Publik / Pemerintah / Transportasi,PURWAKARTA,KAB. SUBANG,-6.559086,107.770159,28,524.31,1422706
215,203,SPKLU PLN ULP CIBINONG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,DEPOK,KAB. BOGOR,-6.476155,106.863727,56,522.65,1353728
216,173,SPKLU PLN UP3 KARAWANG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,KARAWANG,KAB. KARAWANG,-6.305559,107.292548,105,502.97,1290302
217,146,SPKLU PLN ULP UJUNGBERUNG,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,BANDUNG,KOTA BANDUNG,-6.913408,107.694866,43,497.83,1326212
218,1969,SPKLU Hotel Fitra Majalengka,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,SUMEDANG,KAB. MAJALENGKA,-6.832486,108.209385,28,493.14,1216433
219,207,SPKLU PLN ULP CIKEDUNG,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,INDRAMAYU,KAB. INDRAMAYU,-6.406077,108.169036,41,492.74,1288335
220,1931,SPKLU PLN RS AU dr M Hassan Toto,Kuning (Utilisasi Sedang 11-50 trx),Rumah Sakit / Kesehatan,BOGOR,KAB. BOGOR,-6.544656,106.762061,44,490.04,1269285
221,370,SPKLU The Allure Villas Pangandaran,Kuning (Utilisasi Sedang 11-50 trx),Wisata / Leisure,TASIKMALAYA,KAB. PANGANDARAN,-7.684528,108.638362,29,485.52,1317316
222,1535,SPKLU PLN KAJENE FOREST KUNINGAN,Kuning (Utilisasi Sedang 11-50 trx),Wisata / Leisure,CIREBON,KAB. KUNINGAN,-6.972639,108.485448,36,475.71,1255634
223,243,SPKLU PLN ULP LELES,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,GARUT,KAB. GARUT,-7.10007,107.8984,24,467.26,1210267
224,1483,SPKLU PLN HOTEL LASKA CILETUH PELABUHAN RATU,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,SUKABUMI,KOTA SUKABUMI,-7.120745,106.478109,23,451.2,1168665
225,1485,SPKLU PLN KP CISARUA,Hijau (Utilisasi Tinggi >50 trx),Perumahan / Township,BOGOR,KAB. BOGOR,-6.690258,106.942722,57,447.91,1160166
226,185,SPKLU PLN ULP JATIBARANG,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,INDRAMAYU,KAB. INDRAMAYU,-6.475988,108.303677,44,443.64,1159984
227,172,SPKLU PLN ULP CILIMUS,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,CIREBON,KAB. KUNINGAN,-6.877373,108.496024,27,438.61,1157659
228,143,SPKLU PLN ULP KOPO,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,BANDUNG,KOTA BANDUNG,-6.933984,107.57149,39,428.29,1141025
229,1203,SPKLU PLN FAVE HOTEL GARUT,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,GARUT,KAB. GARUT,-7.20409,107.8893,31,427.3,1106788
230,1697,SPKLU PLN TRANSMART CIPADUNG,Kuning (Utilisasi Sedang 11-50 trx),Mall / Retail / Supermarket,BANDUNG,KOTA BANDUNG,-6.925675,107.710927,38,427.12,1137803
231,1575,SPKLU PLN HOTEL GREENPEAK CISARUA,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,BOGOR,KAB. BOGOR,-6.657776,106.909107,34,423.34,1096475
232,215,SPKLU PLN ULP CIKEMBAR,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,SUKABUMI,KAB. SUKABUMI,-6.951254,106.769468,35,420.2,1098648
233,1948,SPKLU PLN Forest Hills Hotel Ciwidey,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,MAJALAYA,KAB. BANDUNG,-7.054734,107.499595,20,413.21,1080464
234,188,SPKLU PLN ULP MAJALAYA KOTA,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,MAJALAYA,KAB. BANDUNG,-7.051372,107.761095,24,408.1,1067070
235,170,SPKLU PLN UP3 CIKARANG,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,CIKARANG,KAB. BEKASI,-6.365536,107.179561,40,406.94,1054017
236,1869,SPKLU PLN PR Bali Resort Bogor,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,BOGOR,KAB. BOGOR,-6.537597,106.740143,31,402.8,1043319
237,1479,SPKLU PLN ULP MAJALAYA KOTA,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,MAJALAYA,KAB. BANDUNG,-7.051372,107.761095,33,387.82,1014049
238,233,SPKLU PLN ULP BANJARAN,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,MAJALAYA,KAB. BANDUNG,-7.035417,107.593316,27,384.77,1006116
239,1247,SPKLU PLN TRANSMART CIMAHI,Kuning (Utilisasi Sedang 11-50 trx),Mall / Retail / Supermarket,CIMAHI,KOTA CIMAHI,-6.869391,107.53321,25,377.15,930323
240,689,SPKLU EV LOKA WAROENG KEBOENKOE,Kuning (Utilisasi Sedang 11-50 trx),F&B / Kafe / Leisure Retail,GUNUNG PUTRI,KOTA DEPOK,-6.414687,106.899063,29,376.15,965005
241,235,SPKLU PLN POSKO PANGALENGAN,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,MAJALAYA,KAB. BANDUNG,-7.17627,107.572329,29,375.41,981640
242,216,SPKLU PLN ULP PELABUHAN RATU,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,SUKABUMI,KAB. SUKABUMI,-6.986948,106.55567,37,365.2,954921
243,219,SPKLU PLN ULP KARANGNUNGGAL,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,TASIKMALAYA,KAB. TASIKMALAYA,-7.631845,108.132943,26,362.62,983915
244,194,SPKLU PLN ULP BOGOR BARAT,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BOGOR,KAB. BOGOR,-6.515805,106.756985,57,358.77,929156
245,1656,SPKLU PLN KANTOR IMIGRASI BEKASI,Kuning (Utilisasi Sedang 11-50 trx),Perkantoran / Gedung Komersial,BEKASI,KOTA BEKASI,-6.21952,107.0302,26,358.16,954178
246,175,SPKLU PLN ULP CIREBON KOTA,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,CIREBON,KOTA CIREBON,-6.721218,108.572124,31,355.58,920954
247,196,SPKLU PLN ULP CIPANAS,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,CIANJUR,KAB. CIANJUR,-6.734727,107.041681,35,351.89,920081
248,221,SPKLU PLN ULP JASINGA,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,BOGOR,KAB. BOGOR,-6.520282,106.498591,33,348.57,902850
249,1784,SPKLU PLN POLRES CIANJUR,Kuning (Utilisasi Sedang 11-50 trx),Publik / Pemerintah / Transportasi,CIANJUR,KAB. CIANJUR,-6.836306,107.122259,24,348.05,910087
250,462,SPKLU REST AREA KM 101 B RUAS CIPALI (SC),Kuning (Utilisasi Sedang 11-50 trx),Rest Area Tol,PURWAKARTA,KAB. SUBANG,-6.509102,107.718693,48,345.32,936922
251,1242,SPKLU PLN HOTEL NOVENA,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,CIMAHI,KAB. BANDUNG BARAT,-6.840745,107.597386,20,332.08,843727
252,225,SPKLU PLN ULP RAJAPOLAH,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,TASIKMALAYA,KAB. TASIKMALAYA,-7.227118,108.189993,31,331.64,899864
253,1509,SPKLU PLN ULP RANCAEKEK,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,MAJALAYA,KAB. BANDUNG,-6.95895,107.76474,24,324.47,848371
254,246,SPKLU PLN ULP PAMEUNGPEUK,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,GARUT,KAB. GARUT,-7.646552,107.708556,24,318.73,825559
255,1875,SPKLU PLN TERAS TEH POPI,Kuning (Utilisasi Sedang 11-50 trx),F&B / Kafe / Leisure Retail,BOGOR,KOTA BOGOR,-6.542711,106.812466,25,309.88,802603
256,211,SPKLU PLN POSKO NAGREG,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,MAJALAYA,KAB. BANDUNG,-7.016862,107.882256,67,307.71,804576
257,1770,SPKLU PLN Rengganis Campsite,Kuning (Utilisasi Sedang 11-50 trx),Wisata / Leisure,MAJALAYA,KAB. BANDUNG,-7.161417,107.364287,30,307.15,803114
258,1415,SPKLU PLN ULP TANJUNG SARI,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,SUMEDANG,KAB. SUMEDANG,-6.896327,107.807858,22,293.73,768055
259,1976,SPKLU PABERIK BADJOE,Kuning (Utilisasi Sedang 11-50 trx),Lainnya / Campuran,BANDUNG,KOTA BANDUNG,-6.945709,107.638621,44,293.16,780986
260,1737,SPKLU PLN HOTEL HARPER PURWAKARTA,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,PURWAKARTA,KAB. PURWAKARTA,-6.478788,107.481142,20,291.23,739909
261,1714,SPKLU PLN RESORT PRIMA CISARUA,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,BOGOR,KAB. BOGOR,-6.702217,106.945356,29,289.0,748559
262,948,SPKLU KOPI NAKO,Kuning (Utilisasi Sedang 11-50 trx),F&B / Kafe / Leisure Retail,CIANJUR,KAB. CIANJUR,-6.81648,107.129972,30,285.0,745328
263,1695,SPKLU PLN HOTEL NEWTON,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,BANDUNG,KOTA BANDUNG,-6.914815,107.629944,21,280.55,747429
264,687,SPKLU PLN Horison Tasikmalaya,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,TASIKMALAYA,KAB. TASIKMALAYA,-7.326034,108.2164,15,275.65,747926
265,241,SPKLU PEMDA GARUT,Kuning (Utilisasi Sedang 11-50 trx),Publik / Pemerintah / Transportasi,GARUT,KAB. GARUT,-7.21703,107.9016,24,271.48,703172
266,1910,SPKLU PLN Mall Pelayanan Publik Cimahi,Kuning (Utilisasi Sedang 11-50 trx),Mall / Retail / Supermarket,CIMAHI,KOTA CIMAHI,-6.882731,107.561482,20,269.37,664445
267,218,SPKLU PLN ULP SINGAPARNA,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,TASIKMALAYA,KAB. TASIKMALAYA,-7.346032,108.109545,30,240.99,653809
268,649,SPKLU Dinas Perhubungan Kabupaten Cianjur,Kuning (Utilisasi Sedang 11-50 trx),Publik / Pemerintah / Transportasi,CIANJUR,KAB. CIANJUR,-6.809739,107.149535,49,240.7,629380
269,234,SPKLU PLN POSKO CIWIDEY,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,MAJALAYA,KAB. BANDUNG,-7.104393,107.465925,26,238.85,624511
270,1026,SPKLU PLN TRANSMART TASIKMALAYA,Kuning (Utilisasi Sedang 11-50 trx),Mall / Retail / Supermarket,TASIKMALAYA,KOTA TASIKMALAYA,-7.317805,108.19934,17,232.36,630449
271,165,SPKLU PLN ULP MEDAN SATRIA,Hijau (Utilisasi Tinggi >50 trx),Kantor / Unit Layanan PLN,BEKASI,KOTA BEKASI,-6.19819,106.97464,83,230.99,615284
272,921,SPKLU PLN HOTEL AMARIS,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,TASIKMALAYA,KAB. TASIKMALAYA,-7.34631,108.217408,14,226.33,614170
273,1486,SPKLU PLN UPDL BOGOR,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,BOGOR,KAB. BOGOR,-6.656255,106.875582,26,224.45,581364
274,232,SPKLU PLN ULP RENGASDENGKLOK,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,KARAWANG,KAB. KARAWANG,-6.164477,107.29794,20,222.22,570118
275,1445,SPKLU HOTEL SUN IN PANGANDARAN,Kuning (Utilisasi Sedang 11-50 trx),Hotel / Hospitality,TASIKMALAYA,KAB. PANGANDARAN,-7.701111,108.658301,16,221.23,600307
276,396,SPKLU Alun-Alun Kota Bogor,Kuning (Utilisasi Sedang 11-50 trx),Publik / Pemerintah / Transportasi,BOGOR,KOTA BOGOR,-6.593879,106.791952,39,211.07,546715
277,227,SPKLU PLN POSKO CIRANJANG,Kuning (Utilisasi Sedang 11-50 trx),Kantor / Unit Layanan PLN,CIANJUR,KAB. CIANJUR,-6.813704,107.251689,32,194.4,508299
278,1843,SPKLU PLN RSUD Dr Slamet Garut,Kuning (Utilisasi Sedang 11-50 trx),Rumah Sakit / Kesehatan,GARUT,KAB. GARUT,-7.22043,107.8976,14,175.12,453560
279,606,SPKLU (ARISTA POWER) GUDANG EV ARISTA CIKARANG (Khusus EV Milik Grup Arista),Kuning (Utilisasi Sedang 11-50 trx),Dealer / Showroom Mobil,CIKARANG,KAB. BEKASI,-6.257769,107.15464,11,169.2,438255
